cell_id	chip_id	chip_bam	atac_id	atac_bam
937	EXP057893	/mnt/d/ChipSeqAtacBAMS/ALIGNS063468.bam	AEXP001289	/mnt/d/ChipSeqAtacBAMS/AALIGNS001289.bam
